,title,style,size,ABV,IBU,OG,FG,color,method,views,brewed,rating,size_unit,author,author_name,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,temp_unit,prim_method,prim_amount,prim_amount_unit,creation_date,url_beer,url_style,url_author,efficiency,mash_thick,sugar_scale
68,Miller Lite Clone,American Light Lager,5.5,4.41,14.69,1.04,1.007,2,All Grain,14533,14,0.0,Gal,,cgrivois,8.1,90,1.027,,,,,,,03/06/2016 10:33 PM,https://www.brewersfriend.com/homebrew/recipe/view/333744/miller-lite-clone,https://www.brewersfriend.com/styles/american-light-lager/,,80,1.5,Specific Gravity
69,Rebel Grapefruit IPA Clone,American IPA,5.5,6.67,67.45,1.065,1.014,8,All Grain,9292,14,5.0,Gal,18590,Blind Bill,6.5,60,1.055,0.5,,,,,,01/31/2016 10:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/320785/rebel-grapefruit-ipa-clone,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/18590,65,1.5,Specific Gravity
70,Coal Train Porter 11 BBL,Robust Porter,3,5.79,39.09,13.838,3.07738,33,All Grain,1822,14,0.0,Gal,52796,105WestBrewing,366,60,12.9,0.75,68 , F,,,,12/02/2015 05:50 PM,https://www.brewersfriend.com/homebrew/recipe/view/302033/coal-train-porter-11-bbl,https://www.brewersfriend.com/styles/robust-porter/,https://www.brewersfriend.com/homebrew/brewer/52796,83,1.5,Plato
71,Cream your pants,Cream Ale,5,4.45,10.62,1.046,1.012,2,All Grain,3239,14,0.0,Gal,53569,Phat Kat,7.5,60,1.03,,,,,,,10/31/2015 06:00 PM,https://www.brewersfriend.com/homebrew/recipe/view/291744/cream-your-pants,https://www.brewersfriend.com/styles/cream-ale/,https://www.brewersfriend.com/homebrew/brewer/53569,80,,Specific Gravity
72,American Blonde 17 BBL,Blonde Ale,5,4.75,22.62,11.1357,2.19826,4,All Grain,1732,14,0.0,Gal,52796,105WestBrewing,551,60,10.7,0.75,68 , F,,,,10/11/2015 11:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/285790/american-blonde-17-bbl,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/52796,86,1.5,Plato
73,Madd Vanilla Coffee Porter,Robust Porter,5,7.14,66.93,1.074,1.019,31,Partial Mash,4096,14,5.0,Gal,47718,matt371,3,60,1.123,,66 , F,Priming sugar,.75,cup,07/27/2015 06:15 PM,https://www.brewersfriend.com/homebrew/recipe/view/263964/madd-vanilla-coffee-porter,https://www.brewersfriend.com/styles/robust-porter/,https://www.brewersfriend.com/homebrew/brewer/47718,75,,Specific Gravity
74,Tap Room American Brown,American Brown Ale,5,7.07,35.16,1.072,1.018,22,All Grain,5130,14,5.0,Gal,,Hopster 123,6.5,60,1.055,,65 , F,,,,01/17/2015 08:38 PM,https://www.brewersfriend.com/homebrew/recipe/view/205629/tap-room-american-brown,https://www.brewersfriend.com/styles/american-brown-ale/,,77,1.5,Specific Gravity
75,Galaxy SMaSH,American IPA,5,5.41,77.93,1.061,1.02,5,All Grain,4998,14,0.0,Gal,39175,John Baker,7.5,60,1.041,,,,,,,07/20/2014 12:20 AM,https://www.brewersfriend.com/homebrew/recipe/view/192093/galaxy-smash,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/39175,75,,Specific Gravity
76,Pale Ale - Bee's Knees Haus Pale - 10 gal,American Pale Ale,1,5.06,33.49,1.049,1.01,8,All Grain,8704,14,0.0,Gal,16332,mystikhybrid,11,60,1.044,0.75,65 , F,,,,01/08/2014 05:44 PM,https://www.brewersfriend.com/homebrew/recipe/view/96777/pale-ale-bee-s-knees-haus-pale-10-gal,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/16332,85,1.25,Specific Gravity
77,Belgian Strong Pale - La Chouffe,Belgian Golden Strong Ale,5,8.14,31.39,1.07,1.008,4,All Grain,15162,14,0.0,Gal,17746,Bgaspard1777,6.86,90,1.051,,68 , F,force carb,19,psi,10/26/2013 06:56 PM,https://www.brewersfriend.com/homebrew/recipe/view/80009/belgian-strong-pale-la-chouffe,https://www.brewersfriend.com/styles/belgian-golden-strong-ale/,https://www.brewersfriend.com/homebrew/brewer/17746,70,1.33,Specific Gravity
78,Yankee's in Dixie - New England IPA,American IPA,1,7.18,31.31,1.08,1.025,4,All Grain,1673,13,0.0,Gal,43717,banjo boys brew,15,60,1.066,0.5,,,,,,10/11/2016 07:16 PM,https://www.brewersfriend.com/homebrew/recipe/view/407395/yankee-s-in-dixie-new-england-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/43717,77,1.3,Specific Gravity
79,French honey ale,Mixed-Style Beer,5,4.44,20.78,1.047,1.013,8,All Grain,1512,13,0.0,Gal,53569,Phat Kat,6.38,60,1.037,,70 , F,,,,07/04/2016 07:10 PM,https://www.brewersfriend.com/homebrew/recipe/view/374625/french-honey-ale,https://www.brewersfriend.com/styles/mixed-style-beer/,https://www.brewersfriend.com/homebrew/brewer/53569,80,1.5,Specific Gravity
80,Hefeweizen 1,Weissbier,5.25,5.45,11.78,1.056,1.015,4,All Grain,2944,13,5.0,Gal,67229,pagmusic,7.25,60,1.041,0.5,70 , F,,,,06/26/2016 06:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/372066/hefeweizen-1,https://www.brewersfriend.com/styles/weissbier/,https://www.brewersfriend.com/homebrew/brewer/67229,75,1.3,Specific Gravity
81,Brown Eyed Bitch,American Brown Ale,6,5.43,39.18,1.055,1.014,19,All Grain,903,13,0.0,Gal,64511,Two Dogs Rampent,7,90,1.047,0.75,65 , F,,,,05/13/2016 08:08 PM,https://www.brewersfriend.com/homebrew/recipe/view/357033/brown-eyed-bitch,https://www.brewersfriend.com/styles/american-brown-ale/,https://www.brewersfriend.com/homebrew/brewer/64511,80,1.25,Specific Gravity
82,Mango Blonde Ale v2.2,Blonde Ale,6,4.77,19.68,1.044,1.007,3,BIAB,16757,13,5.0,Gal,56565,Jeremiah White,7.44,90,1.035,0.35,62 , F,,,,01/24/2016 10:32 PM,https://www.brewersfriend.com/homebrew/recipe/view/318315/mango-blonde-ale-v2-2,https://www.brewersfriend.com/styles/blonde-ale/,https://www.brewersfriend.com/homebrew/brewer/56565,75,,Specific Gravity
83,Canned Starter,Cream Ale,0.6,3.45,0,1.035,1.009,3,Extract,3004,13,1.0,Gal,43574,BenMyton,0.6,60,1.035,0.75,64 , F,,,,01/14/2016 05:59 AM,https://www.brewersfriend.com/homebrew/recipe/view/314560/canned-starter,https://www.brewersfriend.com/styles/cream-ale/,https://www.brewersfriend.com/homebrew/brewer/43574,35,,Specific Gravity
84,UbikEklektik herbal IPA - Guri,English IPA,8,6.5,74.4,14.5895,2.89606,5,All Grain,829,13,0.0,L,14075,H�bris,915,70,13,1.0,20 , C,,,,10/09/2015 12:03 PM,https://www.brewersfriend.com/homebrew/recipe/view/285006/ubikeklektik-herbal-ipa-guri,https://www.brewersfriend.com/styles/english-ipa/,https://www.brewersfriend.com/homebrew/brewer/14075,74,,Plato
85,18/06/2017 Red Ale,Irish Red Ale,4,6.4,31.19,1.059,1.01,14,All Grain,5779,13,4.5,L,45658,Custom Brewery,46,60,1.051,,18 , C,,,,05/22/2015 11:27 AM,https://www.brewersfriend.com/homebrew/recipe/view/245804/18-06-2017-red-ale,https://www.brewersfriend.com/styles/irish-red-ale/,https://www.brewersfriend.com/homebrew/brewer/45658,75,3,Specific Gravity
86,Hoegaarden Clone,Weizen/Weissbier,5.5,5.18,13.5,1.052,1.013,4,All Grain,20134,13,4.0,Gal,,pdoh00,7.5,60,1.038,,70 , F,,,,02/19/2015 06:14 PM,https://www.brewersfriend.com/homebrew/recipe/view/217598/hoegaarden-clone,https://www.brewersfriend.com/styles/weizen-weissbier/,,70,1.5,Specific Gravity
87,Blood Orange IPA Clone,American IPA,5.25,6.47,56.62,1.064,1.015,8,All Grain,21179,13,5.0,Gal,,Lilburgh,7.75,60,1.043,,70 , F,,,,01/28/2015 08:28 PM,https://www.brewersfriend.com/homebrew/recipe/view/210070/blood-orange-ipa-clone,https://www.brewersfriend.com/styles/american-ipa/,,70,1.35,Specific Gravity
88,Bakke Brygg Ginger Ale 25 L,"Spice, Herb, or Vegetable Beer",2,4.41,10.82,1.043,1.01,2,All Grain,6500,13,4.5,L,18325,Bakke Brygg,29,90,1.037,0.75,18 , C,Sukkerlake,"6,5",g,11/14/2014 03:22 PM,https://www.brewersfriend.com/homebrew/recipe/view/182224/bakke-brygg-ginger-ale-25-l,https://www.brewersfriend.com/styles/spice-herb-or-vegetable-beer/,https://www.brewersfriend.com/homebrew/brewer/18325,78,,Specific Gravity
89,Red Trolley Clone,American Amber Ale,5.5,5.71,17.56,1.06,1.016,29,All Grain,13351,13,0.0,Gal,365,Calbrewer63,7.25,60,1.045,1.25,68 , F,corn sugar,5,oz,08/04/2012 07:13 AM,https://www.brewersfriend.com/homebrew/recipe/view/15348/red-trolley-clone,https://www.brewersfriend.com/styles/american-amber-ale/,https://www.brewersfriend.com/homebrew/brewer/365,75,,Specific Gravity
90,honey nut brown ale biab,Northern English Brown,5,6.04,35.57,1.06,1.014,18,BIAB,5746,13,0.0,Gal,1426,BiggHaus,6.5,60,,,,,corn surgar,4oz,,04/25/2012 12:24 AM,https://www.brewersfriend.com/homebrew/recipe/view/8018/honey-nut-brown-ale-biab,https://www.brewersfriend.com/styles/northern-english-brown/,https://www.brewersfriend.com/homebrew/brewer/1426,71,,Specific Gravity
91,Michelob Ultra,American Light Lager,7,3.32,5.55,1.033,1.008,2,All Grain,8584,12,4.0,Gal,,,8,15,1.029,,,,,,,08/28/2016 10:52 AM,https://www.brewersfriend.com/homebrew/recipe/view/391720/michelob-ultra,https://www.brewersfriend.com/styles/american-light-lager/,,84,1.5,Specific Gravity
92,Hazed and Confused (New England Double IPA),Double IPA,5.5,9.11,76.04,1.097,1.027,8,All Grain,7149,12,5.0,Gal,,,6.5,60,1.082,,,,,,,06/07/2016 12:36 AM,https://www.brewersfriend.com/homebrew/recipe/view/365332/hazed-and-confused-new-england-double-ipa-,https://www.brewersfriend.com/styles/double-ipa/,,75,1.2,Specific Gravity
93,Budvar Original Clone,Czech Premium Pale Lager,2,4.95,28.56,1.052,1.014,4,All Grain,8167,12,0.0,L,54322,Radek,30,60,1.043,,10 , C,,,,02/08/2016 12:57 AM,https://www.brewersfriend.com/homebrew/recipe/view/323295/budvar-original-clone,https://www.brewersfriend.com/styles/czech-premium-pale-lager/,https://www.brewersfriend.com/homebrew/brewer/54322,75,3,Specific Gravity
94,Jelly the Elder,Imperial IPA,1,10.31,178.17,1.092,1.014,5,All Grain,2029,12,0.0,Gal,52796,105WestBrewing,128,90,1.069,1.0,66 , F,,,,10/09/2015 03:36 PM,https://www.brewersfriend.com/homebrew/recipe/view/285058/jelly-the-elder,https://www.brewersfriend.com/styles/imperial-ipa/,https://www.brewersfriend.com/homebrew/brewer/52796,68,1.25,Specific Gravity
95,Wit0915,Witbier,2,4.96,16.25,1.05,1.012,4,All Grain,5710,12,5.0,L,,Per Morten,22,60,1.052,0.75,,,,,,09/30/2015 05:57 PM,https://www.brewersfriend.com/homebrew/recipe/view/282370/wit0915,https://www.brewersfriend.com/styles/witbier/,,78,3,Specific Gravity
96,001 Bock - 01,Traditional Bock,4,6.58,22.54,1.06,1.01,19,All Grain,2770,12,0.0,L,45658,Custom Brewery,48,60,1.05,,13 , C,,,,05/27/2015 11:36 PM,https://www.brewersfriend.com/homebrew/recipe/view/247431/001-bock-01,https://www.brewersfriend.com/styles/traditional-bock/,https://www.brewersfriend.com/homebrew/brewer/45658,75,3,Specific Gravity
97,Clawhammer,American IPA,2,8.06,121.34,1.076,1.015,4,All Grain,2720,12,5.0,Gal,43717,banjo boys brew,25,60,1.067,,68 , F,,,,02/24/2015 06:42 PM,https://www.brewersfriend.com/homebrew/recipe/view/219268/clawhammer,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/43717,82,1.3,Specific Gravity
98,IRA,Specialty IPA: Red IPA,1,6.37,86.23,1.061,1.012,16,All Grain,5537,12,4.0,Gal,29247,DewsBrews,17,60,1.057,1.0,,,,,,10/28/2014 05:31 PM,https://www.brewersfriend.com/homebrew/recipe/view/177114/ira,https://www.brewersfriend.com/styles/specialty-ipa-red-ipa/,https://www.brewersfriend.com/homebrew/brewer/29247,72,1.25,Specific Gravity
99,Kama Citra Session IPA,American IPA,5.5,5.31,43.53,1.05,1.01,7,All Grain,10312,12,4.0,Gal,,peterj,6.75,60,1.041,0.75,65 , F,,,,10/27/2014 03:39 PM,https://www.brewersfriend.com/homebrew/recipe/view/176811/kama-citra-session-ipa,https://www.brewersfriend.com/styles/american-ipa/,,75,1.5,Specific Gravity
100,Belgian Trippel,Belgian Tripel,5,8.69,45.4,1.087,1.021,5,BIAB,7257,12,0.0,Gal,,mbergins,7.5,90,1.058,,,,,,,03/31/2014 10:58 PM,https://www.brewersfriend.com/homebrew/recipe/view/120652/belgian-trippel,https://www.brewersfriend.com/styles/belgian-tripel/,,65,,Specific Gravity
101,Irish Death Extract Clone,Specialty Beer,5.25,7.78,65.92,1.084,1.025,36,Extract,2952,12,0.0,Gal,18665,Nu Home Brew & Bottles,2.5,60,1.127,,67 , F,,,,03/09/2014 08:46 PM,https://www.brewersfriend.com/homebrew/recipe/view/114388/irish-death-extract-clone,https://www.brewersfriend.com/styles/specialty-beer/,https://www.brewersfriend.com/homebrew/brewer/18665,35,,Specific Gravity
102,Basic Pale Ale - first timer,American Pale Ale,9,4.94,34.96,1.052,1.015,7,BIAB,2444,12,0.0,L,14727,Mario_cannon,14.5,90,,,20 , C,,,,05/26/2013 10:26 PM,https://www.brewersfriend.com/homebrew/recipe/view/52448/basic-pale-ale-first-timer,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/14727,70,,Specific Gravity
103,Racer 5 IPA Clone,American IPA,5.5,7.07,69.72,1.073,1.019,6,All Grain,147495,12,0.0,Gal,,LarryBrewer,7.5,60,,,,,,,,11/06/2012 05:47 AM,https://www.brewersfriend.com/homebrew/recipe/view/23246/racer-5-ipa-clone,https://www.brewersfriend.com/styles/american-ipa/,,70,,Specific Gravity
104,Campfire Stout,Oatmeal Stout,5,11.44,113.19,1.116,1.029,40,Partial Mash,9893,12,5.0,Gal,,kenflannery,4.1,60,,,,,,,,06/19/2012 07:57 PM,https://www.brewersfriend.com/homebrew/recipe/view/12295/campfire-stout,https://www.brewersfriend.com/styles/oatmeal-stout/,,70,,Specific Gravity
105,Pilsner Urquell BYO clone,Bohemian Pilsener,1,4.92,36.8,1.051,1.013,3,All Grain,146753,12,0.0,Gal,,Imperial Brewing Co,13,60,,,,,,,,02/20/2012 04:43 PM,https://www.brewersfriend.com/homebrew/recipe/view/3000/pilsner-urquell-byo-clone,https://www.brewersfriend.com/styles/bohemian-pilsener/,,75,,Specific Gravity
106,Caribou Slobber,American Brown Ale,5,4.8,15.59,1.051,1.014,25,Extract,8240,12,5.0,Gal,,galapaegos,2.5,60,,,,,,,,01/25/2012 06:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/1344/caribou-slobber,https://www.brewersfriend.com/styles/american-brown-ale/,,100,,Specific Gravity
107,New England IPA,American IPA,2,7.15,47.44,1.077,1.023,5,BIAB,819,11,0.0,Gal,195886,JMG1994,3.55,60,1.043,0.5,68 , F,,,,10/14/2018 02:43 AM,https://www.brewersfriend.com/homebrew/recipe/view/717924/new-england-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/195886,72,,Specific Gravity
108,Stone & Wood Pacific Ale,American Pale Ale,2,5.05,15.61,1.046,1.008,4,BIAB,9683,11,0.0,L,67846,Murpho,25,60,1.037,0.75,,,,,,11/24/2016 03:22 AM,https://www.brewersfriend.com/homebrew/recipe/view/423417/stone-wood-pacific-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/67846,70,,Specific Gravity
109,Elysian Space Dust Variant,American IPA,5,8.21,81.14,1.086,1.024,9,All Grain,5037,11,0.0,Gal,62165,ssuhy65,7.5,60,1.057,0.5,67 , F,,,,10/14/2016 09:40 PM,https://www.brewersfriend.com/homebrew/recipe/view/408434/elysian-space-dust-variant,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/62165,70,1.55,Specific Gravity
110,NEIPA Tropical & Juicy Braumeister 20L,American IPA,2,6.67,58.71,1.069,1.018,5,BIAB,6825,11,5.0,L,54364,AnteK,25,70,1.058,0.75,20 , C,,,,10/11/2016 01:24 AM,https://www.brewersfriend.com/homebrew/recipe/view/407144/neipa-tropical-juicy-braumeister-20l,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/54364,73,,Specific Gravity
111,Ankle Biter - Pre-Prohibition Pilsner,Pre-Prohibition Lager,6,5.57,27.52,1.06,1.018,6,All Grain,1300,11,5.0,Gal,64511,Two Dogs Rampent,7,60,1.052,0.5,68 , F,,,,05/16/2016 06:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/358073/ankle-biter-pre-prohibition-pilsner,https://www.brewersfriend.com/styles/pre-prohibition-lager/,https://www.brewersfriend.com/homebrew/brewer/64511,75,1,Specific Gravity
112,Founders Breakfast Stout Clone,Imperial Stout,5,8.46,77.12,1.086,1.021,50,All Grain,6880,11,0.0,Gal,,mkatz9267,6.5,60,1.066,,,,,,,04/13/2016 02:17 PM,https://www.brewersfriend.com/homebrew/recipe/view/346903/founders-breakfast-stout-clone,https://www.brewersfriend.com/styles/imperial-stout/,,70,1.5,Specific Gravity
113,Scottish Ale 8 BBL,Scottish Export,2,5.39,21.89,13.247,3.2078,17,All Grain,1272,11,0.0,Gal,52796,105WestBrewing,271,60,12.2,0.75,68 , F,,,,03/03/2016 06:36 PM,https://www.brewersfriend.com/homebrew/recipe/view/332474/scottish-ale-8-bbl,https://www.brewersfriend.com/styles/scottish-export/,https://www.brewersfriend.com/homebrew/brewer/52796,84,1.5,Plato
114,Squirrel Nut Sipper 11 BBL,American Brown Ale,3,5.89,34.48,13.7773,2.81994,19,All Grain,1499,11,0.0,Gal,52796,105WestBrewing,359,60,13.1,0.75,68 , F,,,,11/16/2015 06:24 PM,https://www.brewersfriend.com/homebrew/recipe/view/297080/squirrel-nut-sipper-11-bbl,https://www.brewersfriend.com/styles/american-brown-ale/,https://www.brewersfriend.com/homebrew/brewer/52796,84,1.25,Plato
115,Stone & Wood Pacific Ale,American Pale Ale,4,5.15,21.63,1.051,1.012,3,BIAB,2421,11,4.0,L,53346,Dubzie,52.9,60,1.043,,,,,,,11/03/2015 10:52 PM,https://www.brewersfriend.com/homebrew/recipe/view/292774/stone-wood-pacific-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/53346,70,,Specific Gravity
116,Single hoppy ipa,American IPA,1,5.59,44.96,1.057,1.015,9,All Grain,73,11,0.0,Gal,41509,OCD brewing,13,60,1.048,0.75,68 , F,,,,10/31/2015 01:34 PM,https://www.brewersfriend.com/homebrew/recipe/view/291673/single-hoppy-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/41509,75,1.25,Specific Gravity
117,Hop Of The Wagon IPA,American IPA,2,6.24,61.84,1.059,1.012,9,All Grain,1394,11,0.0,L,44491,Light Horse Brewing Co,27,60,1.053,0.75,18 , C,,,,07/29/2015 02:06 PM,https://www.brewersfriend.com/homebrew/recipe/view/264452/hop-of-the-wagon-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/44491,67,3,Specific Gravity
118,SMASH Citra IPA,American IPA,5,6.28,65.65,1.064,1.016,6,All Grain,7945,11,0.0,Gal,45039,SmokinSkinWagon,7,60,1.046,,,,,,,03/24/2015 09:46 PM,https://www.brewersfriend.com/homebrew/recipe/view/228191/smash-citra-ipa,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/45039,70,1.3,Specific Gravity
119,Cluck Old Hen,American IPA,2,9.11,115.28,1.084,1.015,5,All Grain,1364,11,0.0,Gal,43717,banjo boys brew,30,60,1.07,,,,,,,02/24/2015 06:29 PM,https://www.brewersfriend.com/homebrew/recipe/view/219263/cluck-old-hen,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/43717,82,1.3,Specific Gravity
120,Diamond Chocolate Coffee Porter,Robust Porter,5,7.43,84.85,1.075,1.019,36,All Grain,4158,11,5.0,Gal,,Hopster 123,7,60,1.054,0.5,66 , F,,,,02/13/2015 10:20 PM,https://www.brewersfriend.com/homebrew/recipe/view/215759/diamond-chocolate-coffee-porter,https://www.brewersfriend.com/styles/robust-porter/,,70,1.1,Specific Gravity
121,Four Pines Pale Ale,American Pale Ale,2,4.97,35.03,1.053,1.015,10,Extract,11098,11,5.0,L,23391,Ben Golding,11,60,1.1,,,,,,,02/06/2015 11:18 AM,https://www.brewersfriend.com/homebrew/recipe/view/213206/four-pines-pale-ale,https://www.brewersfriend.com/styles/american-pale-ale/,https://www.brewersfriend.com/homebrew/brewer/23391,35,,Specific Gravity
122,Kick Ass Brown,American Brown Ale,5.5,6.09,47.16,14.1103,2.78616,11,All Grain,1194,11,0.0,Gal,,Ericm53,7.5,60,10.5,1.25,68 , F,,,,01/26/2015 03:21 PM,https://www.brewersfriend.com/homebrew/recipe/view/209181/kick-ass-brown,https://www.brewersfriend.com/styles/american-brown-ale/,,79,1.5,Plato
123,Allies win the war,English Barleywine,5.5,7.33,39.92,19.8155,6.64461,22,All Grain,1807,11,4.0,Gal,,Ericm53,7.5,60,14.8,0.75,68 , F,,,,01/26/2015 02:46 PM,https://www.brewersfriend.com/homebrew/recipe/view/209167/allies-win-the-war,https://www.brewersfriend.com/styles/english-barleywine/,,79,1.5,Plato
124,Indian Summer Pale Ale,American Pale Ale,2,5.69,12.96,1.06,1.017,9,All Grain,6396,11,5.0,L,,LaOnda70,7,70,1.215,,22 , C,,,,09/09/2014 08:56 AM,https://www.brewersfriend.com/homebrew/recipe/view/162625/indian-summer-pale-ale,https://www.brewersfriend.com/styles/american-pale-ale/,,56,3,Specific Gravity
125,Oatmeal Stout,Oatmeal Stout,5.5,6.09,41.97,1.064,1.018,30,BIAB,2692,11,0.0,Gal,6254,radartaco,7.5,90,,0.35,,,,2.5,volumes,06/17/2013 05:46 PM,https://www.brewersfriend.com/homebrew/recipe/view/55937/oatmeal-stout,https://www.brewersfriend.com/styles/oatmeal-stout/,https://www.brewersfriend.com/homebrew/brewer/6254,75,,Specific Gravity
126,Dead Ringer IPA - Northern Brewer,American IPA,5,6.34,65.01,1.066,1.018,8,All Grain,5924,11,0.0,Gal,8348,bradoslovich,6.5,60,1.051,,68 , F,,,,01/31/2013 11:32 PM,https://www.brewersfriend.com/homebrew/recipe/view/33333/dead-ringer-ipa-northern-brewer,https://www.brewersfriend.com/styles/american-ipa/,https://www.brewersfriend.com/homebrew/brewer/8348,75,,Specific Gravity
127,Sierra Nevada Pale Ale clone,American Pale Ale,5,5.31,46.7,1.053,1.013,6,Extract,5584,11,0.0,Gal,,stevenbl1,2.5,60,,,,,corn sugar,3/4,cup,05/20/2012 03:50 AM,https://www.brewersfriend.com/homebrew/recipe/view/9909/sierra-nevada-pale-ale-clone,https://www.brewersfriend.com/styles/american-pale-ale/,,70,,Specific Gravity
128,One Wish Irish Stout,American Stout,5,7.4,85.44,1.074,1.021,40,All Grain,5254,11,0.0,Gal,737,Jimbo64,6,60,,,,,,,,04/29/2012 02:19 PM,https://www.brewersfriend.com/homebrew/recipe/view/8398/one-wish-irish-stout,https://www.brewersfriend.com/styles/american-stout/,https://www.brewersfriend.com/homebrew/brewer/737,70,,Specific Gravity
